Seq,Reference,PropersID,Year
386,Matt 9:14-15,Friday after Ash Wed.,1+2
387,Matt 9:14-17,"Ord. Time, Week 13, Sat",1+2
388,Matt 9:18-26,"Ord. Time, Week 14, Mon",1+2
389,Matt 9:27-31,"Advent, Week 1, Fri",1+2
390,Matt 9:32-38,"Ord. Time, Week 14, Tues",1+2
391,"Matt 9:35-10:1, 5a, 6-8","Advent, Week 1, Sat",1+2
392,Matt 10:1-7,"Ord. Time, Week 14, Wed",1+2
393,Matt 10:7-13,"June 11: St. Barnabas, Apostle",1+2
394,Matt 10:7-15,"Ord. Time, Week 14, Thurs",1+2
395,Matt 10:16-23,"Ord. Time, Week 14, Fri",1+2
396,Matt 10:17-22,"Dec 26: St. Stephen, the first martyr",1+2
397,Matt 10:24-33,"Ord. Time, Week 14, Sat",1+2
398,Matt 10:34-11:1,"Ord. Time, Week 15, Mon",1+2
399,Matt 11:11-15,"Advent, Week 2, Thurs",1+2
400,Matt 11:16-19,"Advent, Week 2, Fri",1+2
401,Matt 11:20-24,"Ord. Time, Week 15, Tues",1+2
402,Matt 11:25-27,"Ord. Time, Week 15, Wed",1+2
403,Matt 11:28-30,"Advent, Week 2, Wed",1+2
404,Matt 11:28-30,"Ord. Time, Week 15, Thurs",1+2
405,Matt 12:1-8,"Ord. Time, Week 15, Fri",1+2
406,Matt 12:14-21,"Ord. Time, Week 15, Sat",1+2
407,Matt 12:38-42,"Ord. Time, Week 16, Mon",1+2
408,Matt 12:46-50,"Ord. Time, Week 16, Tues",1+2
409,Matt 13:1-9,"Ord. Time, Week 16, Wed",1+2
410,Matt 13:10-17,"Ord. Time, Week 16, Thurs",1+2
411,Matt 13:16-17,"July 26: Sts. Joachim and Anne, parents of BVMary",1+2
412,Matt 13:18-23,"Ord. Time, Week 16, Fri",1+2
413,Matt 13:24-30,"Ord. Time, Week 16, Sat",1+2
414,Matt 13:31-35,"Ord. Time, Week 17, Mon",1+2
415,Matt 13:36-43,"Ord. Time, Week 17, Tues",1+2
416,Matt 13:44-46,"Ord. Time, Week 17, Wed",1+2
417,Matt 13:47-53,"Ord. Time, Week 17, Thurs",1+2
418,Matt 13:54-58,"Ord. Time, Week 17, Fri",1+2
419,Matt 13:54-58,May 1: St. Joseph the Worker (Proper Gospel only),1+2
420,Matt 14:1-12,"Ord. Time, Week 17, Sat",1+2
421,Matt 14:13-21,"Ord. Time, Week 18, Mon",1+2
422,Matt 14:22-33,Nov 18: Dedication of the Basilicas of Sts. Peter and Paul,1+2
423,Matt 14:22-36,"Ord. Time, Week 18, Tues",1+2
424,Matt 14:22-36,"Ord. Time, Week 18, Mon (Year A)",1+2
425,"Matt 15:1-2, 10-14","Ord. Time, Week 18, Tues (Year A)",1+2
426,Matt 15:21-28,"Ord. Time, Week 18, Wed",1+2
427,Matt 15:29-37,"Advent, Week 1, Wed",1+2
428,Matt 16:13-19,"Feb 22: Chair of St. Peter, Apostle",1+2
429,Matt 16:13-19,"June 29: Solemnity: Sts. Peter and Paul, Day",1+2
430,Matt 16:13-23,"Ord. Time, Week 18, Thurs",1+2
431,Matt 16:24-28,"Ord. Time, Week 18, Fri",1+2
432,Matt 17:1-9,Aug 6: Feast: Transfiguration of the Lord (Year A),1+2
433,"Matt 17:9a, 10-13","Advent, Week 2, Sat",1+2
434,Matt 17:14-20,"Ord. Time, Week 18, Sat",1+2
435,Matt 17:22-27,"Ord. Time, Week 19, Mon",1+2
436,"Matt 18:1-5, 10",Oct 2: Holy Guardian Angels,1+2
437,"Matt 18:1-5, 10, 12-14","Ord. Time, Week 19, Tues",1+2
438,Matt 18:12-14,"Advent, Week 2, Tues",1+2
439,Matt 18:15-20,"Ord. Time, Week 19, Wed",1+2
440,Matt 18:21-35,"Lent, Week 3, Tues",1+2
441,Matt 18:21-19:1,"Ord. Time, Week 19, Thurs",1+2
442,Matt 19:3-12,"Ord. Time, Week 19, Fri",1+2
443,Matt 19:13-15,"Ord. Time, Week 19, Sat",1+2
444,Matt 19:16-22,"Ord. Time, Week 20, Mon",1+2
445,Matt 19:23-30,"Ord. Time, Week 20, Tues",1+2
446,Matt 20:1-16,"Ord. Time, Week 20, Wed",1+2
447,Matt 20:17-28,"Lent, Week 2, Wed",1+2
448,Matt 20:20-28,"July 25: St. James, Apostle",1+2
449,Matt 21:23-27,"Advent, Week 3, Mon",1+2
450,Matt 21:28-32,"Advent, Week 3, Tues",1+2
451,"Matt 21:33-43, 45-46","Lent, Week 2, Fri",1+2
452,Matt 22:1-14,"Ord. Time, Week 20, Thurs",1+2
453,Matt 22:34-40,"Ord. Time, Week 20, Fri",1+2
454,Matt 23:1-12,"Lent, Week 2, Tues",1+2
455,Matt 23:1-12,"Ord. Time, Week 20, Sat",1+2
456,Matt 23:13-22,"Ord. Time, Week 21, Mon",1+2
457,Matt 23:23-26,"Ord. Time, Week 21, Tues",1+2
458,Matt 23:27-32,"Ord. Time, Week 21, Wed",1+2
459,Matt 24:42-51,"Ord. Time, Week 21, Thurs",1+2
460,Matt 25:1-13,"Ord. Time, Week 21, Fri",1+2
461,Matt 25:14-30,"Ord. Time, Week 21, Sat",1+2
462,Matt 25:31-46,"Lent, Week 1, Mon",1+2
463,Matt 26:14-25,"Holy Week, Wed",1+2
464,Matt 28:8-15,"Easter Octave, Mon",1+2
465,Mark 1:7-11,Christmas Weekday: Jan. 6 (if Epiphany is Jan. 7 or 8),1+2
466,Mark 1:14-20,"Ord. Time, Week 1, Mon",1+2
467,Mark 1:21-28,"Ord. Time, Week 1, Tues",1+2
468,Mark 1:29-39,"Ord. Time, Week 1, Wed",1+2
469,Mark 1:40-45,"Ord. Time, Week 1, Thurs",1+2
470,Mark 2:1-12,"Ord. Time, Week 1, Fri",1+2
471,Mark 2:13-17,"Ord. Time, Week 1, Sat",1+2
472,Mark 2:18-22,"Ord. Time, Week 2, Mon",1+2
473,Mark 2:23-28,"Ord. Time, Week 2, Tues",1+2
474,Mark 3:1-6,"Ord. Time, Week 2, Wed",1+2
475,Mark 3:7-12,"Ord. Time, Week 2, Thurs",1+2
476,Mark 3:13-19,"Ord. Time, Week 2, Fri",1+2
477,Mark 3:20-21,"Ord. Time, Week 2, Sat",1+2
478,Mark 3:22-30,"Ord. Time, Week 3, Mon",1+2
479,Mark 3:31-35,"Ord. Time, Week 3, Tues",1+2
480,Mark 4:1-20,"Ord. Time, Week 3, Wed",1+2
481,Mark 4:21-25,"Ord. Time, Week 3, Thurs",1+2
482,Mark 4:26-34,"Ord. Time, Week 3, Fri",1+2
483,Mark 4:35-41,"Ord. Time, Week 3, Sat",1+2
484,Mark 5:1-20,"Ord. Time, Week 4, Mon",1+2
485,Mark 5:21-43,"Ord. Time, Week 4, Tues",1+2
486,Mark 6:1-6,"Ord. Time, Week 4, Wed",1+2
487,Mark 6:7-13,"Ord. Time, Week 4, Thurs",1+2
488,Mark 6:14-29,"Ord. Time, Week 4, Fri",1+2
489,Mark 6:17-29,Aug 29: Martyrdom of St. John the Baptist,1+2
490,Mark 6:30-34,"Ord. Time, Week 4, Sat",1+2
491,Mark 6:34-44,"Tues after Epiphany, or Jan. 8",1+2
492,Mark 6:45-52,"Wed after Epiphany, or Jan. 9",1+2
493,Mark 6:53-56,"Ord. Time, Week 5, Mon",1+2
494,Mark 7:1-13,"Ord. Time, Week 5, Tues",1+2
495,Mark 7:14-23,"Ord. Time, Week 5, Wed",1+2
496,Mark 7:24-30,"Ord. Time, Week 5, Thurs",1+2
497,Mark 7:31-37,"Ord. Time, Week 5, Fri",1+2
498,Mark 8:1-10,"Ord. Time, Week 5, Sat",1+2
499,Mark 8:11-13,"Ord. Time, Week 6, Mon",1+2
500,Mark 8:14-21,"Ord. Time, Week 6, Tues",1+2
501,Mark 8:22-26,"Ord. Time, Week 6, Wed",1+2
502,Mark 8:27-33,"Ord. Time, Week 6, Thurs",1+2
503,Mark 8:34-9:1,"Ord. Time, Week 6, Fri",1+2
504,Mark 9:2-10,Aug 6: Feast: Transfiguration of the Lord (Year B),1+2
505,Mark 9:2-13,"Ord. Time, Week 6, Sat",1+2
506,Mark 9:14-29,"Ord. Time, Week 7, Mon",1+2
507,Mark 9:30-37,"Ord. Time, Week 7, Tues",1+2
508,Mark 9:38-40,"Ord. Time, Week 7, Wed",1+2
509,Mark 9:41-50,"Ord. Time, Week 7, Thurs",1+2
510,Mark 10:1-12,"Ord. Time, Week 7, Fri",1+2
511,Mark 10:13-16,"Ord. Time, Week 7, Sat",1+2
512,Mark 10:17-27,"Ord. Time, Week 8, Mon",1+2
513,Mark 10:28-31,"Ord. Time, Week 8, Tues",1+2
514,Mark 10:32-45,"Ord. Time, Week 8, Wed",1+2
515,Mark 10:46-52,"Ord. Time, Week 8, Thurs",1+2
516,Mark 11:11-26,"Ord. Time, Week 8, Fri",1+2
517,Mark 11:27-33,"Ord. Time, Week 8, Sat",1+2
518,Mark 12:1-12,"Ord. Time, Week 9, Mon",1+2
519,Mark 12:13-17,"Ord. Time, Week 9, Tues",1+2
520,Mark 12:18-27,"Ord. Time, Week 9, Wed",1+2
521,Mark 12:28b-34,"Lent, Week 3, Fri",1+2
522,Mark 12:28b-34,"Ord. Time, Week 9, Thurs",1+2
523,Mark 12:35-37,"Ord. Time, Week 9, Fri",1+2
524,Mark 12:38-44,"Ord. Time, Week 9, Sat",1+2
525,Mark 16:9-15,"Easter Octave, Sat",1+2
526,Mark 16:15-18,"Jan 25: Conversion of St. Paul, Apostle",1+2
527,Mark 16:15-20,"April 25: St. Mark, Evangelist",1+2
528,Luke 1:5-17,"June 24: Solemnity: Nativity of St. John the Baptist, Vigil",1+2
529,Luke 1:5-25,"Advent, Dec. 19",1+2
530,Luke 1:26-38,"Advent, Dec. 20",1+2
531,Luke 1:26-38,Dec 12: Our Lady of Guadalupe (option 1),1+2
532,Luke 1:26-38,March 25: Solemnity: Annunciation of the Lord,1+2
533,Luke 1:26-38,Dec 8: Solemnity: Immaculate Conception of the BVMary,1+2
534,Luke 1:39-45,"Advent, Dec. 21",1+2
535,Luke 1:39-47,Dec 12: Our Lady of Guadalupe (option 2),1+2
536,Luke 1:39-56,May 31: Visitation of the BVMary,1+2
537,Luke 1:39-56,"Aug 15: Solemnity: Assumption of the BVMary, Day",1+2
538,"Luke 1:46-47, 48-49, 50+53, 54-55","Ord. Time, Week 12, Sat",1
539,Luke 1:46-56,"Advent, Dec. 22",1+2
540,Luke 1:57-66,"Advent, Dec. 23",1+2
541,"Luke 1:57-66, 80","June 24: Solemnity: Nativity of St. John the Baptist, Day",1+2
542,Luke 1:67-79,"Advent, Dec. 24 (morning Mass)",1+2
543,"Luke 1:69-70, 71-72, 73-75","Ord. Time, Week 3, Sat",1
544,"Luke 1:69-70, 71-72, 73-75","Ord. Time, Week 29, Mon",1
545,"Luke 1:69-70, 71-72, 73-75","Ord. Time, Week 27, Thurs",2
546,Luke 2:21-24,Jan 3: Most Holy Name of Jesus,1+2
547,Luke 2:22-35,"5th Day in Xmas Octave, Dec. 29",1+2
548,Luke 2:22-40 or 2:22-32,Feb 2: Feast: Presentation of the Lord,1+2
549,Luke 2:33-35,Sept 15: Our Lady of Sorrows (Proper Gospel only; option 2),1+2
550,Luke 2:36-40,"6th Day in Xmas Octave, Dec. 30",1+2
551,Luke 2:41-51,Sat >2nd Sun >Pentecost: Immaculate Heart of BVMary (Proper Gospel only),1+2
552,Luke 2:41-51a,"March 19: Solemnity: St. Joseph, husband of the BVMary (Option 2)",1+2
553,"Luke 3:23-38 or 3:23, 31-34, 36, 38","Christmas Weekday: Jan. 6 (opt., if Epiphany is Jan. 7 or 8)",1+2
554,Luke 4:14-22a,"Thurs after Epiphany, or Jan. 10",1+2
555,Luke 4:16-21,"Holy Week, Chrism Mass",1+2
556,Luke 4:16-30,"Ord. Time, Week 22, Mon",1+2
557,Luke 4:24-30,"Lent, Week 3, Mon",1+2
558,Luke 4:31-37,"Ord. Time, Week 22, Tues",1+2
559,Luke 4:38-44,"Ord. Time, Week 22, Wed",1+2
560,Luke 5:1-11,"Ord. Time, Week 22, Thurs",1+2
561,Luke 5:12-16,"Fri after Epiphany, or Jan. 11",1+2
562,Luke 5:17-26,"Advent, Week 2, Mon",1+2
563,Luke 5:27-32,Saturday after Ash Wed.,1+2
564,Luke 5:33-39,"Ord. Time, Week 22, Fri",1+2
565,Luke 6:1-5,"Ord. Time, Week 22, Sat",1+2
566,Luke 6:6-11,"Ord. Time, Week 23, Mon",1+2
567,Luke 6:12-19,"Ord. Time, Week 23, Tues",1+2
568,Luke 6:12-19,"Oct 28: Sts. Simon and Jude, Apostles",1+2
569,Luke 6:20-26,"Ord. Time, Week 23, Wed",1+2
570,Luke 6:27-38,"Ord. Time, Week 23, Thurs",1+2
571,Luke 6:36-38,"Lent, Week 2, Mon",1+2
572,Luke 6:39-42,"Ord. Time, Week 23, Fri",1+2
573,Luke 6:43-49,"Ord. Time, Week 23, Sat",1+2
574,Luke 7:1-10,"Ord. Time, Week 24, Mon",1+2
575,Luke 7:11-17,"Ord. Time, Week 24, Tues",1+2
576,Luke 7:18b-23,"Advent, Week 3, Wed",1+2
577,Luke 7:24-30,"Advent, Week 3, Thurs",1+2
578,Luke 7:31-35,"Ord. Time, Week 24, Wed",1+2
579,Luke 7:36-50,"Ord. Time, Week 24, Thurs",1+2
580,Luke 8:1-3,"Ord. Time, Week 24, Fri",1+2
581,Luke 8:4-15,"Ord. Time, Week 24, Sat",1+2
582,Luke 8:16-18,"Ord. Time, Week 25, Mon",1+2
583,Luke 8:19-21,"Ord. Time, Week 25, Tues",1+2
584,Luke 9:1-6,"Ord. Time, Week 25, Wed",1+2
585,Luke 9:7-9,"Ord. Time, Week 25, Thurs",1+2
586,Luke 9:18-22,"Ord. Time, Week 25, Fri",1+2
587,Luke 9:22-25,Thursday after Ash Wed.,1+2
588,Luke 9:28b-36,Aug 6: Feast: Transfiguration of the Lord (Year C),1+2
589,Luke 9:43b-45,"Ord. Time, Week 25, Sat",1+2
590,Luke 9:46-50,"Ord. Time, Week 26, Mon",1+2
591,Luke 9:51-56,"Ord. Time, Week 26, Tues",1+2
592,Luke 9:57-62,"Ord. Time, Week 26, Wed",1+2
593,Luke 10:1-9,"Oct 18: St. Luke, Evangelist",1+2
594,Luke 10:1-12,"Ord. Time, Week 26, Thurs",1+2
595,Luke 10:13-16,"Ord. Time, Week 26, Fri",1+2
596,Luke 10:17-24,"Ord. Time, Week 26, Sat",1+2
597,Luke 10:21-24,"Advent, Week 1, Tues",1+2
598,Luke 10:25-37,"Ord. Time, Week 27, Mon",1+2
599,Luke 10:38-42,"Ord. Time, Week 27, Tues",1+2
600,Luke 10:38-42,July 29: St. Martha (Proper Gospel only; option 2),1+2
601,Luke 11:1-4,"Ord. Time, Week 27, Wed",1+2
602,Luke 11:5-13,"Ord. Time, Week 27, Thurs",1+2
603,Luke 11:14-23,"Lent, Week 3, Thurs",1+2
604,Luke 11:15-26,"Ord. Time, Week 27, Fri",1+2
605,Luke 11:27-28,"Ord. Time, Week 27, Sat",1+2
606,Luke 11:27-28,"Aug 15: Solemnity: Assumption of the BVMary, Vigil",1+2
607,Luke 11:29-32,"Lent, Week 1, Wed",1+2
608,Luke 11:29-32,"Ord. Time, Week 28, Mon",1+2
609,Luke 11:37-41,"Ord. Time, Week 28, Tues",1+2
610,Luke 11:42-46,"Ord. Time, Week 28, Wed",1+2
611,Luke 11:47-54,"Ord. Time, Week 28, Thurs",1+2
612,Luke 12:1-7,"Ord. Time, Week 28, Fri",1+2
613,Luke 12:8-12,"Ord. Time, Week 28, Sat",1+2
614,Luke 12:13-21,"Ord. Time, Week 29, Mon",1+2
615,Luke 12:35-38,"Ord. Time, Week 29, Tues",1+2
616,Luke 12:39-48,"Ord. Time, Week 29, Wed",1+2
617,Luke 12:49-53,"Ord. Time, Week 29, Thurs",1+2
618,Luke 12:54-59,"Ord. Time, Week 29, Fri",1+2
619,Luke 13:1-9,"Ord. Time, Week 29, Sat",1+2
620,Luke 13:10-17,"Ord. Time, Week 30, Mon",1+2
621,Luke 13:18-21,"Ord. Time, Week 30, Tues",1+2
622,Luke 13:22-30,"Ord. Time, Week 30, Wed",1+2
623,Luke 13:31-35,"Ord. Time, Week 30, Thurs",1+2
624,Luke 14:1-6,"Ord. Time, Week 30, Fri",1+2
625,"Luke 14:1, 7-11","Ord. Time, Week 30, Sat",1+2
626,Luke 14:12-14,"Ord. Time, Week 31, Mon",1+2
627,Luke 14:15-24,"Ord. Time, Week 31, Tues",1+2
628,Luke 14:25-33,"Ord. Time, Week 31, Wed",1+2
629,Luke 15:1-10,"Ord. Time, Week 31, Thurs",1+2
630,"Luke 15:1-3, 11-32","Lent, Week 2, Sat",1+2
631,Luke 16:1-8,"Ord. Time, Week 31, Fri",1+2
632,Luke 16:19-31,"Lent, Week 2, Thurs",1+2
633,Luke 16:9-15,"Ord. Time, Week 31, Sat",1+2
634,Luke 17:1-6,"Ord. Time, Week 32, Mon",1+2
635,Luke 17:7-10,"Ord. Time, Week 32, Tues",1+2
636,Luke 17:11-19,"Ord. Time, Week 32, Wed",1+2
637,Luke 17:20-25,"Ord. Time, Week 32, Thurs",1+2
638,Luke 17:26-37,"Ord. Time, Week 32, Fri",1+2
639,Luke 18:1-8,"Ord. Time, Week 32, Sat",1+2
640,Luke 18:9-14,"Lent, Week 3, Sat",1+2
641,Luke 18:35-43,"Ord. Time, Week 33, Mon",1+2
642,Luke 19:1-10,"Ord. Time, Week 33, Tues",1+2
643,Luke 19:11-28,"Ord. Time, Week 33, Wed",1+2
644,Luke 19:41-44,"Ord. Time, Week 33, Thurs",1+2
645,Luke 19:45-48,"Ord. Time, Week 33, Fri",1+2
646,Luke 20:27-40,"Ord. Time, Week 33, Sat",1+2
647,Luke 21:1-4,"Ord. Time, Week 34, Mon",1+2
648,Luke 21:5-11,"Ord. Time, Week 34, Tues",1+2
649,Luke 21:12-19,"Ord. Time, Week 34, Wed",1+2
650,Luke 21:20-28,"Ord. Time, Week 34, Thurs",1+2
651,Luke 21:29-33,"Ord. Time, Week 34, Fri",1+2
652,Luke 21:34-36,"Ord. Time, Week 34, Sat",1+2
653,Luke 24:13-35,"Easter Octave, Wed",1+2
654,Luke 24:35-48,"Easter Octave, Thurs",1+2
655,John 1:1-18,"7th Day in Xmas Octave, Dec. 31",1+2
656,John 1:19-28,Christmas Weekday: Jan. 2,1+2
657,John 1:29-34,Christmas Weekday: Jan. 3,1+2
658,John 1:35-42,Christmas Weekday: Jan. 4,1+2
659,John 1:43-51,Christmas Weekday: Jan. 5,1+2
660,John 1:45-51,"Aug 24: St. Bartholomew, Apostle",1+2
661,John 1:47-51,"Sept 29: Sts. Michael, Gabriel, and Raphael, archangels",1+2
662,John 2:1-11,Christmas Weekday: Jan. 7 (if Epiphany is Jan. 8),1+2
663,John 2:13-22,Nov 9: Feast: Dedication of the Lateran Basilica in Rome,1+2
664,John 3:1-8,"Easter, Week 2, Mon",1+2
665,John 3:7b-15,"Easter, Week 2, Tues",1+2
666,John 3:13-17,Sept 14: Feast: Exaltation of the Holy Cross,1+2
667,John 3:16-21,"Easter, Week 2, Wed",1+2
668,John 3:22-30,"Sat after Epiphany, or Jan. 12",1+2
669,John 3:31-36,"Easter, Week 2, Thurs",1+2
670,John 4:5-42,"Lent, Week 3, opt. Mass",1+2
671,John 4:43-54,"Lent, Week 4, Mon",1+2
672,"John 5:1-3a, 5-16","Lent, Week 4, Tues",1+2
673,John 5:17-30,"Lent, Week 4, Wed",1+2
674,John 5:31-47,"Lent, Week 4, Thurs",1+2
675,John 5:33-36,"Advent, Week 3, Fri",1+2
676,John 6:1-15,"Easter, Week 2, Fri",1+2
677,John 6:16-21,"Easter, Week 2, Sat",1+2
678,John 6:22-29,"Easter, Week 3, Mon",1+2
679,John 6:30-35,"Easter, Week 3, Tues",1+2
680,John 6:35-40,"Easter, Week 3, Wed",1+2
681,John 6:44-51,"Easter, Week 3, Thurs",1+2
682,John 6:52-59,"Easter, Week 3, Fri",1+2
683,John 6:60-69,"Easter, Week 3, Sat",1+2
684,"John 7:1-2, 10, 25-30","Lent, Week 4, Fri",1+2
685,John 7:40-53,"Lent, Week 4, Sat",1+2
686,John 8:1-11,"Lent, Week 5, Mon",1+2
687,John 8:12-20,"Lent, Week 5, Mon (Year C)",1+2
688,John 8:21-30,"Lent, Week 5, Tues",1+2
689,John 8:31-42,"Lent, Week 5, Wed",1+2
690,John 8:51-59,"Lent, Week 5, Thurs",1+2
691,John 9:1-41,"Lent, Week 4, opt. Mass",1+2
692,John 10:1-10,"Easter, Week 4, Mon",1+2
693,John 10:11-18,"Easter, Week 4, Mon (Year A)",1+2
694,John 10:22-30,"Easter, Week 4, Tues",1+2
695,John 10:31-42,"Lent, Week 5, Fri",1+2
696,John 11:1-45,"Lent, Week 5, opt. Mass",1+2
697,John 11:19-27,July 29: St. Martha (Proper Gospel only; option 1),1+2
698,John 11:45-56,"Lent, Week 5, Sat",1+2
699,John 12:1-11,"Holy Week, Mon",1+2
700,John 12:24-26,"Aug 10: St. Lawrence, deacon and martyr",1+2
701,John 12:44-50,"Easter, Week 4, Wed",1+2
702,John 13:16-20,"Easter, Week 4, Thurs",1+2
703,"John 13:21-33, 36-38","Holy Week, Tues",1+2
704,John 14:1-6,"Easter, Week 4, Fri",1+2
705,John 14:6-14,"May 3: Sts. Philip and James, Apostles",1+2
706,John 14:7-14,"Easter, Week 4, Sat",1+2
707,John 14:21-26,"Easter, Week 5, Mon",1+2
708,John 14:27-31a,"Easter, Week 5, Tues",1+2
709,John 15:1-8,"Easter, Week 5, Wed",1+2
710,John 15:9-11,"Easter, Week 5, Thurs",1+2
711,John 15:9-17,"May 14: St. Matthias, Apostle",1+2
712,John 15:12-17,"Easter, Week 5, Fri",1+2
713,John 15:18-21,"Easter, Week 5, Sat",1+2
714,John 15:26-16:4a,"Easter, Week 6, Mon",1+2
715,John 16:5-11,"Easter, Week 6, Tues",1+2
716,John 16:12-15,"Easter, Week 6, Wed",1+2
717,John 16:16-20,"Easter, Week 6, Thurs",1+2
718,John 16:20-23,"Easter, Week 6, Fri",1+2
719,John 16:23b-28,"Easter, Week 6, Sat",1+2
720,John 16:29-33,"Easter, Week 7, Mon",1+2
721,John 17:1-11a,"Easter, Week 7, Tues",1+2
722,John 17:11b-19,"Easter, Week 7, Wed",1+2
723,John 17:20-26,"Easter, Week 7, Thurs",1+2
724,John 19:25-27,Sept 15: Our Lady of Sorrows (Proper Gospel only; option 1),1+2
725,John 19:25-34,"Mon after Pentecost: BVMary, Mother of the Church",1+2
726,John 20:1a+2-8,"Dec 27: St. John, Apostle and Evangelist",1+2
727,"John 20:1-2, 11-18",July 22: St. Mary Magdalene (Proper Gospel only),1+2
728,John 20:11-18,"Easter Octave, Tues",1+2
729,John 20:24-29,"July 3: St. Thomas, Apostle",1+2
730,John 21:1-14,"Easter Octave, Fri",1+2
731,John 21:15-19,"Easter, Week 7, Fri",1+2
732,John 21:15-19,"June 29: Solemnity: Sts. Peter and Paul, Vigil",1+2
733,John 21:20-25,"Easter, Week 7, Sat morn.",1+2
734,Acts 1:12-14,"Mon after Pentecost: BVMary, Mother of the Church (option 2)",1+2
735,"Acts 1:15-17, 20-26","May 14: St. Matthias, Apostle",1+2
736,"Acts 2:14, 22-33","Easter Octave, Mon",1+2
737,Acts 2:36-41,"Easter Octave, Tues",1+2
738,Acts 3:1-10,"Easter Octave, Wed",1+2
739,Acts 3:1-10,"June 29: Solemnity: Sts. Peter and Paul, Vigil (1st reading)",1+2
740,Acts 3:11-26,"Easter Octave, Thurs",1+2
741,Acts 4:1-12,"Easter Octave, Fri",1+2
742,Acts 4:13-21,"Easter Octave, Sat",1+2
743,Acts 4:23-31,"Easter, Week 2, Mon",1+2
744,Acts 4:32-37,"Easter, Week 2, Tues",1+2
745,Acts 5:17-26,"Easter, Week 2, Wed",1+2
746,Acts 5:27-33,"Easter, Week 2, Thurs",1+2
747,Acts 5:34-42,"Easter, Week 2, Fri",1+2
748,Acts 6:1-7,"Easter, Week 2, Sat",1+2
749,Acts 6:8-10; 7:54-59,"Dec 26: St. Stephen, the first martyr",1+2
750,Acts 6:8-15,"Easter, Week 3, Mon",1+2
751,Acts 7:51-8:1a,"Easter, Week 3, Tues",1+2
752,Acts 8:1b-8,"Easter, Week 3, Wed",1+2
753,Acts 8:26-40,"Easter, Week 3, Thurs",1+2
754,Acts 9:1-20,"Easter, Week 3, Fri",1+2
755,Acts 9:1-22,"Jan 25: Conversion of St. Paul, Apostle (option 2)",1+2
756,Acts 9:31-42,"Easter, Week 3, Sat",1+2
757,Acts 11:1-18,"Easter, Week 4, Mon",1+2
758,Acts 11:19-26,"Easter, Week 4, Tues",1+2
759,Acts 11:21b-26; 13:1-3,"June 11: St. Barnabas, Apostle",1+2
760,Acts 12:1-11,"June 29: Solemnity: Sts. Peter and Paul, Day (1st reading)",1+2
761,Acts 12:24-13:5a,"Easter, Week 4, Wed",1+2
762,Acts 13:13-25,"Easter, Week 4, Thurs",1+2
763,Acts 13:22-26,"June 24: Solemnity: Nativity of St. John the Baptist, Day",1+2
764,Acts 13:26-33,"Easter, Week 4, Fri",1+2
765,Acts 13:44-52,"Easter, Week 4, Sat",1+2
766,Acts 14:5-18,"Easter, Week 5, Mon",1+2
767,Acts 14:19-28,"Easter, Week 5, Tues",1+2
768,Acts 15:1-6,"Easter, Week 5, Wed",1+2
769,Acts 15:7-21,"Easter, Week 5, Thurs",1+2
770,Acts 15:22-31,"Easter, Week 5, Fri",1+2
771,Acts 16:1-10,"Easter, Week 5, Sat",1+2
772,Acts 16:11-15,"Easter, Week 6, Mon",1+2
773,Acts 16:22-34,"Easter, Week 6, Tues",1+2
774,"Acts 17:15, 22-18:1","Easter, Week 6, Wed",1+2
775,Acts 18:1-8,"Easter, Week 6, Thurs",1+2
776,Acts 18:9-18,"Easter, Week 6, Fri",1+2
777,Acts 18:23-28,"Easter, Week 6, Sat",1+2
778,Acts 19:1-8,"Easter, Week 7, Mon",1+2
779,Acts 20:17-27,"Easter, Week 7, Tues",1+2
780,Acts 20:28-38,"Easter, Week 7, Wed",1+2
781,Acts 22:3-16,"Jan 25: Conversion of St. Paul, Apostle (option 1)",1+2
782,Acts 22:30; 23:6-11,"Easter, Week 7, Thurs",1+2
783,Acts 25:13b-21,"Easter, Week 7, Fri",1+2
784,"Acts 28:11-16, 30-31",Nov 18: Dedication of the Basilicas of Sts. Peter and Paul,1+2
785,"Acts 28:16-20, 30-31","Easter, Week 7, Sat morn.",1+2
786,Rom 1:1-7,"Ord. Time, Week 28, Mon",1
787,Rom 1:16-25,"Ord. Time, Week 28, Tues",1
788,Rom 2:1-11,"Ord. Time, Week 28, Wed",1
789,Rom 3:21-30,"Ord. Time, Week 28, Thurs",1
790,Rom 4:1-8,"Ord. Time, Week 28, Fri",1
791,"Rom 4:13, 16-18","Ord. Time, Week 28, Sat",1
792,"Rom 4:13, 16-18, 22","March 19: Solemnity: St. Joseph, husband of the BVMary",1+2
793,Rom 4:20-25,"Ord. Time, Week 29, Mon",1
794,"Rom 5:12, 15b, 17-19, 20b-21","Ord. Time, Week 29, Tues",1
795,Rom 6:12-18,"Ord. Time, Week 29, Wed",1
796,Rom 6:19-23,"Ord. Time, Week 29, Thurs",1
797,Rom 7:18-25a,"Ord. Time, Week 29, Fri",1
798,Rom 8:1-11,"Ord. Time, Week 29, Sat",1
799,Rom 8:12-17,"Ord. Time, Week 30, Mon",1
800,Rom 8:18-25,"Ord. Time, Week 30, Tues",1
801,Rom 8:26-30,"Ord. Time, Week 30, Wed",1
802,Rom 8:28-30,Sept 8: Nativity of the BVMary (option 2),1+2
803,Rom 8:31b-39,"Ord. Time, Week 30, Thurs",1
