Ord Time IX:Thu
Ord Time IX:Tue
Ord Time V:Fri
Ord Time VI:Fri
Ord Time VII:Fri
Ord Time VIII:Fri
Ord Time VIII:Mon
Ord Time VIII:Sat
Ord Time VIII:Tue
Ord Time VII:Mon
Ord Time VII:Thu
Ord Time VII:Tue
Ord Time VII:Wed
Ord Time VI:Mon
Ord Time VI:Thu
Ord Time VI:Tue
Ord Time VI:Wed
Ord Time V:Mon
Ord Time V:Sat
Ord Time V:Thu
Ord Time V:Tue
Ord Time V:Wed
Ord Time XI:Fri
Ord Time XII:Fri
Ord Time XIII:Fri
Ord Time XIII:Mon
Ord Time XIII:Sat
Ord Time XIII:Thu
Ord Time XIII:Tue
Ord Time XIII:Wed
Ord Time XII:Mon
Ord Time XII:Sat
Ord Time XII:Thu
Ord Time XII:Tue
Ord Time XII:Wed
Ord Time XI:Mon
Ord Time XI:Sat
Ord Time XI:Thu
Ord Time XI:Tue
Ord Time XIV:Fri
Ord Time XIV:Mon
Ord Time XIV:Sat
Ord Time XIV:Thu
Ord Time XIV:Tue
Ord Time XIV:Wed
Ord Time XI:Wed
Ord Time XIX:Sat
Ord Time XIX:Thu
Ord Time XIX:Tue
Ord Time XIX:Wed
Ord Time X:Mon
Ord Time X:Sat
Ord Time X:Tue
Ord Time XV:Fri
Ord Time XVI:Fri
Ord Time XVIII:Fri
Ord Time XVIII:Mon
Ord Time XVIII:Thu
Ord Time XVIII:Tue
Ord Time XVIII:Wed
Ord Time XVII:Mon
Ord Time XVII:Sat
Ord Time XVII:Thu
Ord Time XVII:Tue
Ord Time XVII:Wed
Ord Time XVI:Mon
Ord Time XVI:Thu
Ord Time XVI:Tue
Ord Time XV:Mon
Ord Time XV:Sat
Ord Time XV:Thu
Ord Time XV:Tue
Ord Time XV:Wed
Ord Time X:Wed
Ord Time XXII:Fri
Ord Time XXIII:Fri
Ord Time XXIII:Mon
Ord Time XXIII:Sat
Ord Time XXIII:Thu
Ord Time XXIII:Tue
Ord Time XXIII:Wed
Ord Time XXII:Mon
Ord Time XXII:Sat
Ord Time XXII:Thu
Ord Time XXII:Tue
Ord Time XXII:Wed
Ord Time XXI:Mon
Ord Time XXI:Sat
Ord Time XXI:Tue
Ord Time XXIV:Fri
Ord Time XXIV:Sat
Ord Time XXIV:Thu
Ord Time XXIV:Wed
Ord Time XXI:Wed
Ord Time XXIX:Fri
Ord Time XXIX:Mon
Ord Time XXIX:Sat
Ord Time XXIX:Thu
Ord Time XXIX:Tue
Ord Time XXIX:Wed
Ord Time XX:Mon
Ord Time XX:Sat
Ord Time XX:Tue
Ord Time XXV:Fri
Ord Time XXVI:Fri
Ord Time XXVII:Fri
Ord Time XXVIII:Fri
Ord Time XXVIII:Mon
Ord Time XXVIII:Thu
Ord Time XXVIII:Tue
Ord Time XXVIII:Wed
Ord Time XXVII:Mon
Ord Time XXVII:Sat
Ord Time XXVII:Thu
Ord Time XXVII:Tue
Ord Time XXVII:Wed
Ord Time XXVI:Mon
Ord Time XXVI:Sat
Ord Time XXV:Mon
Ord Time XXV:Sat
Ord Time XXV:Thu
Ord Time XXV:Tue
Ord Time XX:Wed
Ord Time XXX:Fri
Ord Time XXXI:Fri
Ord Time XXXII:Fri
Ord Time XXXIII:Fri
Ord Time XXXIII:Mon
Ord Time XXXIII:Thu
Ord Time XXXIII:Tue
Ord Time XXXIII:Wed
Ord Time XXXII:Sat
Ord Time XXXII:Thu
Ord Time XXXI:Sat
Ord Time XXXI:Thu
Ord Time XXXI:Tue
Ord Time XXXIV:Fri
Ord Time XXXIV:Mon
Ord Time XXXIV:Sat
Ord Time XXXIV:Thu
Ord Time XXXIV:Tue
Ord Time XXXIV:Wed
Ord Time XXXI:Wed
Ord Time XXX:Mon
Ord Time XXX:Sat
Ord Time XXX:Thu
Ord Time XXX:Tue
Ord Time XXX:Wed
Our Lady, Mother & Queen
Our Lady of Fátima
Our Lady of Guadalupe
Our Lady of Loreto
Our Lady of Lourdes
Our Lady of Mount Carmel
Our Lady of Sorrows
Our Lady of the Rosary
Our Lady of Walsingham
PALM SUNDAY
PASSION SUNDAY
Pentecost Octave:Fri
Pentecost Octave:Mon
Pentecost Octave:Sat
Pentecost Octave:Thu
Pentecost Octave:Tue
PENTECOST SUNDAY
Presentation of our Lady
Presentation of the Lord
PropersID_Alt
PropersID_Default
PropersID_Option1
PropersID_Option2
PropersID_Option3
QUINQUAGESIMA
Quinquagesima:Mon
Quinquagesima:Tue
RESURRECTION OF THE LORD
Saturday after Ash Wednesday
Saturday memorial of our Lady
SEPTUAGESIMA
Septuagesima:Fri
Septuagesima:Mon
Septuagesima:Sat
Septuagesima:Thu
Septuagesima:Tue
Septuagesima:Wed
Seven Holy Founders of the Servite Order
SEXAGESIMA
Sexagesima:Fri
Sexagesima:Mon
Sexagesima:Thu
Sexagesima:Tue
Sexagesima:Wed
Ss Andrew Dũng-Lạc & Companions, Martyrs
Ss Andrew Kim Taegon, Priest, & Paul Chong Hasang, & Companions, Martyrs
Ss Augustine Zhao Rong & Companions, Martyrs
Ss Basil the Great & Gregory Nazianzen, Bishops, Doctors
Ss Chad & Cedd, Bishops, Missionaries
Ss Charles Lwanga & Companions, Martyrs
Ss Christopher Magallanes, Priest, & Companions, Martyrs
Ss Cornelius, Pope, & Cyprian, Bishop, Martyrs
Ss Cosmas & Damian, Martyrs
Ss Cyril, Monk, & Methodius, Bishop, Europe Co-Patrons
Ss Denis, France Co-Patron, Bishop, & Companions, Martyrs
Ss John de Brébeuf & Isaac Jogues, Priests, & Companions, Martyrs
Ss John Fisher, Bishop, & Thomas More, Martyrs
Ss Laurence Ruiz & Companions, Martyrs
Ss Marcellinus & Peter, Martyrs
Ss Margaret Clitherow, Anne Line, & Margaret Ward, Martyrs
Ss Martha, Mary & Lazarus
Ss Michael, Gabriel & Raphael, Archangels
Ss Nereus & Achilleus, Martyrs
Ss Paul Miki & Companions, Martyrs
Ss Perpetua & Felicity, Martyrs
SS PETER & PAUL, APOSTLES
Ss Philip & James the Less, Apostles
Ss Pontian, Pope, & Hippolytus, Priest, Martyrs
Ss Simon & Jude, Apostles
Ss Sixtus II, Pope, & Companions, Martyrs
Ss Timothy & Titus, Bishops
St Adalbert of Prague, Bishop, Martyr
St Aelred of Rievaulx, Abbot
St Agatha, Virgin, Martyr
St Agnes, Virgin, Martyr
St Aidan of Lindisfarne, Bishop, Missionary
St Alban, Britain Proto-Martyr
St Albert the Great, Bishop, Doctor
St Aldhelm, Bishop
St Aloysius Gonzaga, Religious
St Alphonsus Liguori, Bishop, Doctor
St Ambrose, Bishop, Doctor
St Andrew, Scotland Patron, Apostle
St Angela Merici, Virgin
St Anselm of Canterbury, Bishop, Doctor
St Ansgar, Bishop
St Anthony Mary Claret, Bishop
St Anthony Mary Zaccaria, Priest
St Anthony of Padua, Priest, Doctor
St Anthony the Great, Abbot
St Apollinaris, Bishop, Martyr
St Athanasius, Bishop, Doctor
St Augustine of Canterbury, Bishop
St Augustine of Hippo, Bishop, Doctor
St Barnabas, Apostle
St Bartholomew, Apostle
St Benedict of Nursia, Europe Patron, Founder, Abbot
St Benet Biscop, Abbot
St Bernardine of Siena, Priest
St Bernard of Clairvaux, Abbot, Doctor
St Blaise, Bishop, Martyr
St Bonaventure, Bishop, Doctor
St Boniface, Bishop, Martyr
St Bridget of Sweden, Europe Co-Patron
St Brigid of Kildare, Ireland Co-Patron, Virgin
St Bruno, Priest
St Cajetan, Priest
St Callistus, Pope, Martyr
St Camillus of Lellis, Priest
St Casimir, Confessor
St Catherine of Alexandria, Virgin, Martyr
St Catherine of Siena, Europe Co-Patron, Virgin, Doctor
St Cecilia, Virgin, Martyr
St Charbel Makhlouf, Priest
St Charles Borromeo, Bishop
St Clare, Virgin
St Clement I, Pope, Martyr
St Columbanus, Abbot, Missionary
St Columba of Iona, Abbot
St Cuthbert, Bishop
St Cyril of Alexandria, Bishop, Doctor
St Cyril of Jerusalem, Bishop, Doctor
St Damasus I, Pope
St David, Wales Patron, Bishop
St Dominic, Natural Science Patron, Founder, Priest
St Dunstan, Archbishop of Canterbury
St Edith of Kemsing
St Edmund Campion, Martyr
St Edmund, King & Martyr
St Edmund of Abingdon, Bishop
St Edward the Confessor, King
St Elizabeth of Hungary, Religious
St Elizabeth of Portugal, Queen, Widow
St Ephrem of Edessa, Deacon, Doctor
St Ethelburga, Abbess
St Etheldreda, Abbess
St Eusebius of Vercelli, Bishop
St Fabian, Pope, Martyr
St Faustina Kowalska, Religious
St Fidelis of Sigmaringen, Priest, Martyr
St Frances of Rome, Religious
St Francis de Sales, Bishop, Doctor
St Francis of Assisi, Ecology Patron, Founder, Confessor
St Francis of Paola, Hermit
St Francis Xavier, Priest
St Frideswide, Abbess
St George, England Patron, Martyr
St Gertrude, Virgin
St Gilbert of Sempringham, Abbot
St Godric of Finchale, Religious
St Gregory of Narek, Abbot & Doctor
St Gregory the Great, Pope, Doctor
St Hedwig, Religious
St Helena
St Henry of Bavaria, Holy Roman Emperor
St Hilary of Poitiers, Bishop, Doctor
St Hilda of Whitby, Abbess
St Hildegard of Bingen, Virgin, Doctor
St Hugh of Lincoln, Bishop
St Ignatius of Antioch, Bishop, Martyr
St Ignatius of Loyola, Founder, Priest
St Irenaeus of Lyons, Bishop, Doctor, Martyr
St Isidore of Seville, Bishop, Doctor
St James the Great, Spain Patron, Apostle
St Jane Frances de Chantal, Religious
St Januarius, Bishop, Martyr
St Jerome Emiliani, Orphans Patron, Founder
St Jerome, Priest, Doctor
St Joachim & Saint Anne, Parents of our Lady
St John, Apostle, Evangelist
St John Baptist de La Salle, Catholic Education Co-Patron, Priest, Religious, Founder, Confessor
St John Before the Latin Gate
St John Bosco, Youth Patron, Priest
St John Chrysostom, Bishop, Doctor
St John Damascene, Priest, Doctor
St John Eudes, Priest
St John Henry Newman, Catholic Education Co-Patron, Priest, Doctor
St John Leonardi, Priest
St John Mary Vianney, Priest
St John of Ávila, Priest, Doctor
St John of Capistrano, Priest
St John of God, Religious
St John of Kęty, Priest
St John of the Cross, Priest, Doctor
St John Paul II, Pope
St John XXIII, Pope
St Josaphat, Bishop, Martyr
St Joseph Calasanz, Priest
St Joseph, Husband of our Lady
St Josephine Bakhita, Virgin
St Joseph the Worker
St Juan Diego Cuauhtlatoatzin
St Justin, Martyr
St Kentigern, Bishop
St Laurence, Deacon, Martyr
St Laurence of Brindisi, Priest, Doctor
St Leo the Great, Pope, Doctor
St Louis Grignion de Montfort, Priest
St Louis of France, King
St Lucy, Virgin, Martyr
St Luke, Evangelist
St Magnus of Orkney, Martyr
St Margaret Mary Alacoque, Virgin
St Margaret of Antioch, Virgin, Martyr
St Margaret of Scotland, Queen
St Maria Goretti, Virgin, Martyr
St Mark, Evangelist
St Martin de Porres, Religious
St Martin I, Pope, Martyr
St Martin of Tours, Bishop
St Mary Magdalene
St Matthew, Apostle, Evangelist
St Matthias, Apostle
St Maximilian Kolbe, Priest, Martyr
St Mellitus, Bishop of London
St Monica
St Nicholas of Myra, Bishop
St Ninian, Bishop
St Norbert, Founder, Bishop
St Oliver Plunket, Bishop, Martyr
St Osmund, Bishop
St Oswald, King & Martyr
St Pancras, Martyr
St Patrick, Ireland Patron, Bishop, Missionary
St Paulinus of York, Bishop, Missionary
St Paul of the Cross, Priest
St Paul VI, Pope
St Peter Canisius, Priest, Doctor
St Peter Chanel, Priest, Martyr
St Peter Chrysologus, Bishop, Doctor
St Peter Claver, Priest
St Peter Damian, Bishop, Doctor
St Peter Julian Eymard, Priest
St Petroc, Abbot
St Philip Neri, Founder, Priest
St Piran, Abbot
St Pius of Pietrelcina, Priest
St Pius V, Pope
St Pius X, Pope
St Polycarp, Bishop, Martyr
St Raymond of Penyafort, Priest
St Richard of Chichester, Bishop
St Rita of Cascia, Religious
St Robert Bellarmine, Down Syndrome Patron, Bishop, Doctor
St Romuald, Abbot
St Rose of Lima, Virgin
St Scholastica, Virgin
St Sebastian, Martyr
St Stanislaus, Bishop, Martyr
St Stephen of Hungary, King
St Stephen, Proto-Martyr
St Swithun, Bishop
St Sylvester I, Pope
St Teresa Benedicta of the Cross, Virgin, Martyr
St Teresa of Ávila, Virgin, Doctor
St Teresa of Calcutta, Virgin
St Theodore of Tarsus, Archbishop of Canterbury
St Thérèse of the Child Jesus, Virgin, Doctor
St Thomas, Apostle
St Thomas Aquinas, Catholic Education Patron, Priest, Doctor
St Thomas Becket, Bishop, Martyr
St Thomas of Hereford, Bishop
St Turibius of Mogrovejo, Bishop
St Vincent, Deacon, Martyr
St Vincent de Paul, Priest
St Vincent Ferrer, Priest
St Wenceslaus, Martyr
St Wilfrid, Bishop, Missionary
St Willibrord, Bishop, Missionary
St Winifride, Virgin
St Wulstan, Bishop, Religious
Thursday after Ash Wednesday
Transfiguration of the Lord
TRINITY II
TRINITY III
TRINITY IV
TRINITY IX
Trinity Octave:Fri
Trinity Octave:Mon
Trinity Octave:Sat
Trinity Octave:Thu
Trinity Octave:Tue
Trinity Octave:Wed
TRINITY SUNDAY
Trinitytide II:Fri
Trinitytide III:Fri
Trinitytide III:Mon
Trinitytide III:Sat
Trinitytide III:Thu
Trinitytide III:Tue
Trinitytide III:Wed
Trinitytide II:Mon
Trinitytide II:Sat
Trinitytide II:Thu
Trinitytide II:Tue
Trinitytide II:Wed
Trinitytide I:Mon
Trinitytide I:Thu
Trinitytide I:Tue
Trinitytide IV:Fri
Trinitytide IV:Mon
Trinitytide IV:Sat
Trinitytide IV:Thu
Trinitytide IV:Tue
Trinitytide IV:Wed
Trinitytide I:Wed
Trinitytide IX:Fri
Trinitytide IX:Mon
Trinitytide IX:Sat
Trinitytide IX:Tue
Trinitytide IX:Wed
Trinitytide V:Fri
Trinitytide VI:Fri
Trinitytide VII:Fri
Trinitytide VIII:Mon
Trinitytide VIII:Sat
Trinitytide VIII:Thu
Trinitytide VIII:Tue
Trinitytide VIII:Wed
Trinitytide VII:Mon
Trinitytide VII:Thu
Trinitytide VII:Tue
Trinitytide VI:Mon
Trinitytide VI:Sat
Trinitytide VI:Thu
Trinitytide VI:Tue
Trinitytide VI:Wed
Trinitytide V:Mon
Trinitytide V:Thu
Trinitytide V:Tue
Trinitytide V:Wed
Trinitytide XI:Fri
Trinitytide XII:Fri
Trinitytide XIII:Fri
Trinitytide XIII:Mon
Trinitytide XIII:Sat
Trinitytide XIII:Thu
Trinitytide XIII:Tue
Trinitytide XIII:Wed
Trinitytide XII:Thu
Trinitytide XII:Tue
Trinitytide XII:Wed
Trinitytide XI:Mon
Trinitytide XI:Sat
Trinitytide XI:Thu
Trinitytide XI:Tue
Trinitytide XIV:Fri
Trinitytide XIV:Mon
Trinitytide XIV:Sat
Trinitytide XIV:Thu
Trinitytide XIV:Wed
Trinitytide XI:Wed
Trinitytide XIX:Fri
Trinitytide XIX:Mon
Trinitytide XIX:Sat
Trinitytide XIX:Thu
Trinitytide XIX:Tue
Trinitytide XIX:Wed
Trinitytide X:Mon
Trinitytide X:Sat
Trinitytide X:Thu
Trinitytide X:Tue
Trinitytide XV:Fri
Trinitytide XVI:Fri
Trinitytide XVIII:Fri
Trinitytide XVIII:Mon
Trinitytide XVIII:Sat
Trinitytide XVIII:Thu
Trinitytide XVIII:Tue
Trinitytide XVIII:Wed
Trinitytide XVII:Mon
Trinitytide XVII:Sat
Trinitytide XVII:Thu
Trinitytide XVII:Tue
Trinitytide XVI:Mon
Trinitytide XVI:Sat
Trinitytide XVI:Tue
Trinitytide XVI:Wed
Trinitytide XV:Sat
Trinitytide XV:Thu
Trinitytide X:Wed
Trinitytide XX:Fri
Trinitytide XXI:Fri
Trinitytide XXII:Fri
Trinitytide XXIII:Fri
Trinitytide XXIII:Sat
Trinitytide XXIII:Thu
Trinitytide XXIII:Tue
Trinitytide XXIII:Wed
Trinitytide XXII:Mon
Trinitytide XXII:Sat
Trinitytide XXII:Thu
Trinitytide XXII:Tue
Trinitytide XXII:Wed
Trinitytide XXI:Mon
Trinitytide XXI:Sat
Trinitytide XXI:Thu
Trinitytide XXI:Tue
Trinitytide XXIV:Fri
Trinitytide XXIV:Mon
Trinitytide XXIV:Thu
Trinitytide XXIV:Tue
Trinitytide XXIV:Wed
Trinitytide XX:Mon
Trinitytide XX:Sat
Trinitytide XX:Thu
Trinitytide XX:Tue
Trinitytide XXV:Fri
Trinitytide XXV:Mon
Trinitytide XXV:Sat
Trinitytide XXV:Thu
Trinitytide XXV:Wed
Trinitytide XX:Wed
TRINITY V
TRINITY VI
TRINITY VII
TRINITY VIII
TRINITY X
TRINITY XI
TRINITY XII
TRINITY XIII
TRINITY XIV
TRINITY XIX
TRINITY XV
TRINITY XVI
TRINITY XVII
TRINITY XVIII
TRINITY XX
TRINITY XXI
TRINITY XXII
TRINITY XXIII
TRINITY XXIV
Visitation of our Lady
